,11,10:1:2:5:7:6:9:8,3,4
Signature.1,0.0863756818595,0.0,0.0,0.0
Signature.2,0.0,0.0,0.0107907838977,0.0
Signature.3,0.0,0.105343448282,0.0,0.149535332899
Signature.4,0.0333181166127,0.0218226874154,0.0,0.0197335893705
Signature.5,0.0,0.207779189095,0.0,0.0534138329507
Signature.6,0.0,0.0,0.0117792173308,0.0919505597647
Signature.7,0.0975711384863,0.0225703133619,0.183796380216,0.0
Signature.8,0.0,0.0,0.0197304396561,0.0
Signature.9,0.0,0.0897539774877,0.0544912901251,0.0111263206961
Signature.10,0.0,0.0382698604488,0.0938188823353,0.0
Signature.11,0.0,0.0332170138116,0.109609111367,0.0
Signature.12,0.0408996536497,0.0,0.0153780770012,0.134900031943
Signature.13,0.0926041853295,0.0120599487796,0.107059874883,0.0
Signature.14,0.0,0.212680999188,0.0160720775892,0.0853774149837
Signature.15,0.0,0.0,0.0,0.109260759699
Signature.16,0.29647318699,0.0,0.0,0.0
Signature.17,0.058942297199,0.0,0.0,0.0667825599254
Signature.18,0.0,0.0,0.0285276938805,0.0280061999278
Signature.19,0.0,0.0,0.0653073965483,0.0
Signature.20,0.0,0.0743875081553,0.0,0.0296969559074
Signature.21,0.0335400221799,0.0387468952594,0.0141745074484,0.0208129742861
Signature.22,0.0157815489912,0.0,0.0204126813507,0.0
Signature.23,0.0,0.0,0.110634904572,0.0549071743024
Signature.24,0.0,0.0393078205251,0.0,0.0276259762492
Signature.25,0.0,0.0,0.0,0.0
Signature.26,0.126800462417,0.0,0.0568022830004,0.0272833981375
Signature.27,0.0565949450628,0.0225653131385,0.0,0.0357647863814
Signature.28,0.0,0.0445630681811,0.028514742349,0.0
Signature.29,0.0,0.0147927795312,0.0348811244025,0.0
Signature.30,0.0610987612223,0.0221391773382,0.0182185320471,0.053822132577
