,1:2,3
Signature.1,0.0253989377525,0.110098891355
Signature.2,0.0,0.0
Signature.3,0.0460068280423,0.165515581771
Signature.4,0.0,0.0
Signature.5,0.0,0.018621830551
Signature.6,0.0,0.128255044224
Signature.7,0.0133594513635,0.0
Signature.8,0.487600284579,0.145468589996
Signature.9,0.0222474675306,0.0
Signature.10,0.0,0.125705585046
Signature.11,0.0,0.0
Signature.12,0.0,0.0203396346327
Signature.13,0.0,0.0
Signature.14,0.0384702219236,0.0
Signature.15,0.0,0.0
Signature.16,0.0,0.0
Signature.17,0.0,0.0
Signature.18,0.0,0.0
Signature.19,0.0,0.0
Signature.20,0.0904847258587,0.0633349224864
Signature.21,0.0131331207205,0.0339769707151
Signature.22,0.0,0.0
Signature.23,0.0,0.0
Signature.24,0.083353331387,0.0
Signature.25,0.0,0.0
Signature.26,0.0,0.0111407120217
Signature.27,0.0,0.0
Signature.28,0.0272735528892,0.132182690411
Signature.29,0.152672077953,0.0453595467908
Signature.30,0.0,0.0
