,1:3:2:4:7:6:8,5,9
Signature.1,0.0,0.0,0.0
Signature.2,0.0,0.0561415483347,0.0
Signature.3,0.0293306644748,0.0570728000335,0.0
Signature.4,0.054123423907,0.0,0.0
Signature.5,0.0,0.0935791576949,0.0
Signature.6,0.0,0.0,0.0
Signature.7,0.0883128449338,0.0,0.0
Signature.8,0.0368189018796,0.0157146583293,0.0125836704464
Signature.9,0.125161979366,0.0,0.0
Signature.10,0.0,0.0,0.0
Signature.11,0.0,0.187591334957,0.0
Signature.12,0.0,0.0,0.0
Signature.13,0.1492858998,0.0121098859794,0.0
Signature.14,0.0,0.0104821672792,0.0
Signature.15,0.0170591094482,0.0207502857774,0.0
Signature.16,0.0422568151147,0.0,0.152297032543
Signature.17,0.0,0.0,0.0
Signature.18,0.0318286909297,0.0,0.0
Signature.19,0.116128600541,0.0,0.0
Signature.20,0.0,0.0,0.25968229178
Signature.21,0.0231447304304,0.0121413926908,0.0
Signature.22,0.0,0.0,0.0
Signature.23,0.0,0.0579118926751,0.080299770856
Signature.24,0.0,0.137464162732,0.0333605895999
Signature.25,0.0,0.0,0.0
Signature.26,0.0,0.0,0.0
Signature.27,0.0,0.116901377171,0.0
Signature.28,0.184206106192,0.112743160173,0.414792431359
Signature.29,0.0,0.109396176173,0.0469842134166
Signature.30,0.102342232983,0.0,0.0
