,1:3:2:5:4,7,6
Signature.1,0.0334427096255,0.0,0.0249510218245
Signature.2,0.0905660478532,0.0,0.196259262168
Signature.3,0.0258332171117,0.0,0.0118745290516
Signature.4,0.0,0.164056462374,0.0
Signature.5,0.0,0.0,0.0210104102399
Signature.6,0.0,0.0129701450945,0.0370993385344
Signature.7,0.0,0.0156584969261,0.0
Signature.8,0.153008118031,0.0,0.0456415735967
Signature.9,0.0,0.02728224781,0.0168811759595
Signature.10,0.10096913605,0.127328626314,0.0
Signature.11,0.0,0.261621038835,0.0
Signature.12,0.0156772803978,0.0239965060763,0.0403128071675
Signature.13,0.174115446856,0.0,0.0926005247048
Signature.14,0.0,0.0,0.0
Signature.15,0.0,0.0,0.125065426009
Signature.16,0.0,0.0,0.0
Signature.17,0.0463073347422,0.0,0.0173184359862
Signature.18,0.0,0.0585363358815,0.0847279521378
Signature.19,0.0,0.0,0.010377671748
Signature.20,0.0,0.0,0.015809100854
Signature.21,0.0,0.0,0.189457123585
Signature.22,0.0340572321311,0.17279704729,0.018290934041
Signature.23,0.0,0.0287832707924,0.0
Signature.24,0.112259901538,0.0639792677386,0.0382989764417
Signature.25,0.0,0.0,0.0140237359507
Signature.26,0.0311303682393,0.0,0.0
Signature.27,0.0,0.0109214055371,0.0
Signature.28,0.0348256694544,0.0,0.0
Signature.29,0.0,0.0320691493302,0.0
Signature.30,0.14780753797,0.0,0.0
