,11:10:1:2:5:7:6:9:8,3:4
Signature.1,0.0,0.0
Signature.2,0.0221410409184,0.0
Signature.3,0.0,0.0
Signature.4,0.0,0.0
Signature.5,0.100108637226,0.0
Signature.6,0.0248347894658,0.0357811078325
Signature.7,0.0427001664637,0.0124244296124
Signature.8,0.0584422202257,0.0152901641539
Signature.9,0.0,0.0
Signature.10,0.0152300244,0.0141634968941
Signature.11,0.143690854371,0.0
Signature.12,0.0,0.148908964784
Signature.13,0.0949214219517,0.0
Signature.14,0.0,0.0652192485726
Signature.15,0.0,0.0559957411016
Signature.16,0.0,0.0
Signature.17,0.0378402420976,0.0
Signature.18,0.0598841364536,0.0
Signature.19,0.0,0.0
Signature.20,0.0,0.255801956779
Signature.21,0.0,0.0
Signature.22,0.0,0.0958190593478
Signature.23,0.0,0.0
Signature.24,0.0,0.0
Signature.25,0.0,0.0679829971483
Signature.26,0.0,0.01490029183
Signature.27,0.171598939564,0.0
Signature.28,0.228607526862,0.0
Signature.29,0.0,0.107027551116
Signature.30,0.0,0.110684990827
