,1:3,2,5:4:7,6
Signature.1,0.118599104149,0.0,0.0,0.0
Signature.2,0.0,0.0,0.0,0.0
Signature.3,0.0664948165032,0.0230101952018,0.194919828461,0.0
Signature.4,0.01231989323,0.0,0.0,0.0574851277096
Signature.5,0.196475719701,0.0,0.0,0.0137767806152
Signature.6,0.0,0.195904607205,0.0,0.0
Signature.7,0.141899640949,0.0631627323292,0.0,0.0
Signature.8,0.0,0.0191342633441,0.0,0.301275728397
Signature.9,0.106223762091,0.184852765591,0.47080109165,0.0486684205135
Signature.10,0.0,0.1926047574,0.0,0.0265188724526
Signature.11,0.0,0.0320510458289,0.0556122399407,0.0
Signature.12,0.0,0.0,0.0,0.0287144029065
Signature.13,0.0226206268663,0.0697839378261,0.166913340804,0.0
Signature.14,0.0,0.0,0.0,0.0
Signature.15,0.0,0.0,0.0,0.0
Signature.16,0.0,0.0,0.0,0.191888616649
Signature.17,0.0168815677703,0.0,0.0,0.0
Signature.18,0.0,0.0,0.021908303799,0.0
Signature.19,0.0,0.0,0.0104874515333,0.0
Signature.20,0.0,0.0402389566007,0.0,0.0
Signature.21,0.0,0.0,0.0,0.0227160726921
Signature.22,0.0,0.0,0.0,0.0
Signature.23,0.0311193664602,0.0,0.0196384085038,0.0
Signature.24,0.0,0.0199457323319,0.0,0.114747540606
Signature.25,0.0961924109334,0.0,0.0,0.0
Signature.26,0.0,0.0270304326774,0.0,0.0613174950172
Signature.27,0.191173091346,0.0,0.0302130725915,0.0333636916586
Signature.28,0.0,0.0,0.0132347075528,0.0
Signature.29,0.0,0.0,0.0162715551627,0.0
Signature.30,0.0,0.132280573664,0.0,0.0995272507816
