,1,3:2,5,4
Signature.1,0.0,0.0422528539684,0.0,0.0258682995754
Signature.2,0.0,0.0,0.0,0.0266085989792
Signature.3,0.0122631990725,0.0,0.0155719978914,0.230154105069
Signature.4,0.0210718201715,0.0928710226149,0.0,0.105370267513
Signature.5,0.0188460677781,0.0,0.0,0.0486017577428
Signature.6,0.0,0.0,0.0,0.0610284696335
Signature.7,0.0,0.113958280309,0.177281616386,0.0
Signature.8,0.179428634465,0.0979374962585,0.059457061591,0.0236765509198
Signature.9,0.0,0.198964653551,0.090120947808,0.0637807099438
Signature.10,0.0,0.0,0.0,0.0776186955713
Signature.11,0.0275058607458,0.0,0.0,0.0
Signature.12,0.0,0.0,0.0,0.0
Signature.13,0.0891170373254,0.0,0.0239351458145,0.0
Signature.14,0.136907038746,0.0750357172035,0.0,0.0104961779184
Signature.15,0.0140294844368,0.0,0.0,0.016754487894
Signature.16,0.0,0.0,0.0666309542473,0.0
Signature.17,0.0,0.0,0.0,0.0
Signature.18,0.0,0.0368353576118,0.0279889481929,0.0547670152379
Signature.19,0.0713827166787,0.0140396349408,0.0,0.0
Signature.20,0.228837184107,0.0,0.0,0.10211653084
Signature.21,0.0,0.0,0.0,0.0371941102577
Signature.22,0.172334798311,0.182951511621,0.052876122847,0.0413469440348
Signature.23,0.0282761581625,0.0,0.0,0.0
Signature.24,0.0,0.0,0.0,0.0249626265258
Signature.25,0.0,0.0,0.0,0.0
Signature.26,0.0,0.0127218059155,0.219271414911,0.0
Signature.27,0.0,0.0,0.0113622449603,0.0107618069518
Signature.28,0.0,0.0177505994545,0.0672804528136,0.0
Signature.29,0.0,0.0150004464735,0.0,0.038892845392
Signature.30,0.0,0.0996806200773,0.188223092536,0.0
