,1:3:2,5,4
Signature.1,0.0,0.332492698323,0.0
Signature.2,0.0,0.0673901522846,0.0
Signature.3,0.0,0.127789362704,0.0
Signature.4,0.0147267630241,0.0,0.0476485636805
Signature.5,0.0796400619155,0.0,0.117788518485
Signature.6,0.0,0.0,0.0
Signature.7,0.0,0.0,0.0
Signature.8,0.150103037428,0.015430659106,0.0849257185414
Signature.9,0.0425487370726,0.0,0.192242546315
Signature.10,0.0210502547038,0.0,0.0
Signature.11,0.101819555271,0.0,0.126219565368
Signature.12,0.0283835009346,0.0375095420917,0.0
Signature.13,0.0,0.140026334026,0.0
Signature.14,0.190100386567,0.0,0.0
Signature.15,0.0,0.0,0.0
Signature.16,0.0324289117807,0.0166715407876,0.0
Signature.17,0.0458908638815,0.0,0.0632300210853
Signature.18,0.114480580713,0.0,0.028031962001
Signature.19,0.0479187190755,0.0,0.0459374659725
Signature.20,0.0589720050967,0.0657855037004,0.0
Signature.21,0.0,0.101963301029,0.0
Signature.22,0.0,0.0,0.0
Signature.23,0.0,0.0332940201997,0.0
Signature.24,0.0,0.0,0.0
Signature.25,0.0,0.0,0.0
Signature.26,0.0,0.0,0.0585764052862
Signature.27,0.0,0.010928381456,0.0
Signature.28,0.0,0.0,0.0
Signature.29,0.0,0.0507185042918,0.235399233265
Signature.30,0.0719366225359,0.0,0.0
