,1:3:2:5:4:7:6
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0977062391614
Signature.5,0.0187209426841
Signature.6,0.0
Signature.7,0.221743393168
Signature.8,0.0437932857996
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0344314701339
Signature.12,0.0
Signature.13,0.170300787822
Signature.14,0.0159886574194
Signature.15,0.0
Signature.16,0.164363918227
Signature.17,0.0
Signature.18,0.0359150031599
Signature.19,0.0
Signature.20,0.0
Signature.21,0.105191359525
Signature.22,0.0
Signature.23,0.0536362028709
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0382087400293
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0
