,1:3:5:4:7:6:8,2,9
Signature.1,0.0529612088694,0.0,0.065810010775
Signature.2,0.198946165328,0.0325715106621,0.0177029402019
Signature.3,0.0987050898848,0.0,0.0
Signature.4,0.0184519359773,0.0,0.0
Signature.5,0.0,0.115814838736,0.0
Signature.6,0.0122478936581,0.0,0.0735637405465
Signature.7,0.0,0.0189254160923,0.121466882718
Signature.8,0.0202919920208,0.273086031662,0.0102138280255
Signature.9,0.0863113846577,0.0612474138483,0.0
Signature.10,0.0,0.0880813703206,0.0
Signature.11,0.0887362501172,0.0,0.0
Signature.12,0.147328730245,0.0,0.0119712399572
Signature.13,0.0364445023329,0.0291249265879,0.110136459394
Signature.14,0.0,0.0,0.0
Signature.15,0.0,0.0,0.037324263739
Signature.16,0.0,0.014584972828,0.0212727507448
Signature.17,0.0276790985668,0.0,0.026900243512
Signature.18,0.0,0.03140110392,0.0
Signature.19,0.0,0.0848313466049,0.0
Signature.20,0.0372631147269,0.0,0.0
Signature.21,0.0,0.0,0.214387706745
Signature.22,0.0,0.0,0.0
Signature.23,0.0849155607479,0.0782185736381,0.0
Signature.24,0.0,0.0,0.0171940990366
Signature.25,0.0348177047874,0.0,0.0659400414349
Signature.26,0.0,0.0369031505654,0.0754615785287
Signature.27,0.0263225975284,0.0,0.0634685471792
Signature.28,0.0122769731304,0.135209344534,0.0671856674626
Signature.29,0.0,0.0,0.0
Signature.30,0.0162997974203,0.0,0.0
