,1,3,2
Signature.1,0.0459266238603,0.0,0.0132601463784
Signature.2,0.0,0.0542778138262,0.0
Signature.3,0.0160343986028,0.0,0.0228254278233
Signature.4,0.0,0.0,0.0
Signature.5,0.0,0.0,0.0
Signature.6,0.025348224984,0.0534452798397,0.0
Signature.7,0.0300653058976,0.0,0.0363291167603
Signature.8,0.0,0.0,0.0
Signature.9,0.0806844912583,0.332750247771,0.0
Signature.10,0.0,0.0460185092325,0.0
Signature.11,0.0175911442314,0.0,0.0
Signature.12,0.0,0.0,0.0332919525001
Signature.13,0.0,0.0122569970235,0.0593220255743
Signature.14,0.188286600662,0.0,0.0
Signature.15,0.0750246642187,0.0283002572579,0.165192888331
Signature.16,0.0939014170876,0.0,0.0464027538079
Signature.17,0.0635044427288,0.0,0.0171941600503
Signature.18,0.0772883519354,0.0120365097318,0.0
Signature.19,0.0,0.01501241226,0.0
Signature.20,0.0,0.0,0.199242362391
Signature.21,0.0,0.0,0.0604305489866
Signature.22,0.0111382531566,0.0109012502594,0.101636393403
Signature.23,0.0,0.0,0.0199091565184
Signature.24,0.0,0.0,0.0
Signature.25,0.0,0.0,0.0
Signature.26,0.0320163485243,0.0567799113299,0.0
Signature.27,0.0,0.0,0.0499215359207
Signature.28,0.185889076917,0.0,0.122705642832
Signature.29,0.0432202479383,0.282935166908,0.0
Signature.30,0.0140804079969,0.0952856445597,0.0523358887233
