,1:3:2:5:4:7:6,9,8
Signature.1,0.0291496547937,0.0492874836174,0.0621004468015
Signature.2,0.0267767838886,0.0,0.0407914486335
Signature.3,0.0474587407522,0.0224050822206,0.0289198371012
Signature.4,0.0121985931044,0.0132937765507,0.0438352177343
Signature.5,0.0285502231327,0.227874730862,0.0500612770618
Signature.6,0.0104895174747,0.127077375098,0.0839677537774
Signature.7,0.0980401303629,0.0,0.0
Signature.8,0.0169388395888,0.125533589984,0.0894802080227
Signature.9,0.0,0.0,0.0
Signature.10,0.0954926405412,0.0,0.0
Signature.11,0.179881066775,0.0321300272137,0.020138934701
Signature.12,0.0,0.0,0.0174625021942
Signature.13,0.0,0.0,0.0198231779311
Signature.14,0.0,0.0139587801314,0.0
Signature.15,0.0508355539947,0.0,0.0418956431108
Signature.16,0.0597312817118,0.155689047048,0.114769742695
Signature.17,0.13168649446,0.0,0.0232486869086
Signature.18,0.0,0.145749593416,0.0111797823404
Signature.19,0.0,0.0,0.045672967267
Signature.20,0.0,0.0,0.0
Signature.21,0.0183367368918,0.0628032734854,0.0681743406149
Signature.22,0.0,0.0,0.0651825727882
Signature.23,0.0151867513867,0.0,0.0
Signature.24,0.0,0.0,0.0512067334372
Signature.25,0.0,0.0,0.0
Signature.26,0.0121210269642,0.0,0.0
Signature.27,0.0486430199909,0.0,0.122088726879
Signature.28,0.0,0.0,0.0
Signature.29,0.0,0.0,0.0
Signature.30,0.118482944185,0.0241972403743,0.0
