,1:2:7:6,3,5,4
Signature.1,0.0,0.0728074051827,0.0,0.0532358076322
Signature.2,0.0145388922036,0.0,0.0813872350775,0.0
Signature.3,0.142269613388,0.0,0.405164356313,0.0
Signature.4,0.0,0.0,0.0,0.0
Signature.5,0.0302607012157,0.0,0.0,0.0
Signature.6,0.0468732842334,0.0,0.0347904419845,0.0
Signature.7,0.0682541401845,0.0,0.0155150158631,0.0587807014955
Signature.8,0.182673922441,0.0743579192111,0.0,0.0528695878189
Signature.9,0.0,0.093326370686,0.0956255076524,0.0
Signature.10,0.0,0.0,0.0,0.0
Signature.11,0.0234362358884,0.0,0.0,0.0
Signature.12,0.0,0.0,0.0,0.0625824834902
Signature.13,0.0,0.0,0.0,0.0
Signature.14,0.0199977253622,0.0980736339593,0.0456523557363,0.0
Signature.15,0.024909110958,0.0,0.0,0.0430823889893
Signature.16,0.0804725103389,0.0167720297914,0.0,0.0
Signature.17,0.0,0.226833390227,0.0,0.198037006461
Signature.18,0.0,0.104635324852,0.0,0.0
Signature.19,0.0286571970758,0.24472597247,0.0114835394868,0.0
Signature.20,0.0,0.0,0.0,0.148646784913
Signature.21,0.0160369273419,0.0,0.0263373210842,0.0383868882238
Signature.22,0.321619739369,0.0,0.0,0.0319549321421
Signature.23,0.0,0.0392084354508,0.182000000744,0.0
Signature.24,0.0,0.0,0.0,0.185673621436
Signature.25,0.0,0.0,0.0,0.060573709813
Signature.26,0.0,0.0,0.0,0.0
Signature.27,0.0,0.0,0.0,0.0
Signature.28,0.0,0.02925951817,0.015105219016,0.0
Signature.29,0.0,0.0,0.0869390070421,0.0661760875851
Signature.30,0.0,0.0,0.0,0.0
