,1:3:2:5,4
Signature.1,0.0705722822828,0.0
Signature.2,0.0,0.0
Signature.3,0.0585319627558,0.0578067814373
Signature.4,0.0804122458617,0.0
Signature.5,0.0,0.0
Signature.6,0.0,0.0
Signature.7,0.0,0.0
Signature.8,0.0,0.0769699348718
Signature.9,0.0,0.0
Signature.10,0.0,0.207745379587
Signature.11,0.0181637522797,0.0
Signature.12,0.0722719353953,0.0
Signature.13,0.125421875839,0.0
Signature.14,0.0274242448943,0.319294529834
Signature.15,0.0,0.0201293256527
Signature.16,0.0,0.02136773154
Signature.17,0.0439014033611,0.0
Signature.18,0.0132279289056,0.0
Signature.19,0.0,0.0
Signature.20,0.0164244958836,0.0
Signature.21,0.0118425951071,0.0
Signature.22,0.0,0.0408046323166
Signature.23,0.0,0.0506227353509
Signature.24,0.157586360501,0.0293065613779
Signature.25,0.117440299867,0.0
Signature.26,0.069266701302,0.0
Signature.27,0.0,0.0857397959577
Signature.28,0.0369015261017,0.0
Signature.29,0.0806103896623,0.0
Signature.30,0.0,0.0902125920743
