,1:3:2:4,5
Signature.1,0.0344552025145,0.0
Signature.2,0.0,0.0183097091863
Signature.3,0.0,0.0502718797815
Signature.4,0.0367018676896,0.0
Signature.5,0.0400586396829,0.0
Signature.6,0.0,0.112157571757
Signature.7,0.0256009185962,0.0
Signature.8,0.0,0.0
Signature.9,0.0,0.0
Signature.10,0.230174335338,0.0
Signature.11,0.0255373374354,0.0
Signature.12,0.0,0.0536409944743
Signature.13,0.10162280241,0.158006924916
Signature.14,0.0157456662254,0.31676064306
Signature.15,0.05380573693,0.0593106946171
Signature.16,0.107147404198,0.0
Signature.17,0.0520531906432,0.0
Signature.18,0.0,0.0
Signature.19,0.0321876519736,0.0
Signature.20,0.0,0.0
Signature.21,0.0,0.0
Signature.22,0.110846896169,0.0
Signature.23,0.0,0.0170062939542
Signature.24,0.0831154528067,0.0202730106183
Signature.25,0.0230735123337,0.0
Signature.26,0.0278733850532,0.139008830128
Signature.27,0.0,0.0401045846892
Signature.28,0.0,0.015148862818
Signature.29,0.0,0.0
Signature.30,0.0,0.0
