,11:1:3:5:4:6:9:8,10,2,7
Signature.1,0.0,0.0780624761726,0.0,0.0
Signature.2,0.0,0.0227705668165,0.0783747606331,0.0
Signature.3,0.213082425564,0.0144918121191,0.0,0.0158531946338
Signature.4,0.0,0.0106859626576,0.35667689815,0.0
Signature.5,0.0,0.0,0.0794483978828,0.0
Signature.6,0.0239205158954,0.0,0.0,0.0
Signature.7,0.0,0.0,0.0,0.169710991359
Signature.8,0.0,0.100890144526,0.0,0.0
Signature.9,0.0,0.0234124053068,0.0543742675584,0.0
Signature.10,0.0,0.355611725946,0.0381369704608,0.0
Signature.11,0.0,0.125688515588,0.0,0.0
Signature.12,0.0,0.0,0.0,0.0
Signature.13,0.0,0.0,0.0288741583256,0.0
Signature.14,0.0,0.0318227196217,0.0,0.0
Signature.15,0.0581484630134,0.0,0.0494660218922,0.0818700493359
Signature.16,0.0,0.0187111143103,0.0,0.0
Signature.17,0.0225516205444,0.0113644281757,0.0,0.0
Signature.18,0.0960420111738,0.0,0.0526158524203,0.0
Signature.19,0.0364779784827,0.0209626573829,0.0785374210701,0.0861826676583
Signature.20,0.0325116401222,0.0170761668901,0.0262102626527,0.0473293691493
Signature.21,0.0,0.0,0.0,0.0
Signature.22,0.023199514864,0.0,0.0628403411871,0.0119222641641
Signature.23,0.181108773075,0.0237226903805,0.0,0.0
Signature.24,0.0,0.0,0.0452741142084,0.0
Signature.25,0.0,0.0,0.0,0.230015912167
Signature.26,0.0757327161032,0.0362492792353,0.0,0.0125142435594
Signature.27,0.0,0.0,0.0,0.0
Signature.28,0.0834467724426,0.0,0.0491705335585,0.0
Signature.29,0.0,0.0,0.0,0.283735835222
Signature.30,0.15377756872,0.10847733487,0.0,0.0608654727506
