,1:2,3,5,4
Signature.1,0.0,0.0,0.0,0.0
Signature.2,0.0,0.0637469849727,0.0397083325406,0.0101466598692
Signature.3,0.0,0.0638636800797,0.0,0.139266821866
Signature.4,0.0,0.0,0.0,0.0
Signature.5,0.0,0.0,0.393411193167,0.0313332670458
Signature.6,0.0613582772707,0.0,0.0231699708025,0.0
Signature.7,0.0214119705005,0.134174708234,0.0,0.09743272068
Signature.8,0.0373353346916,0.0,0.0,0.0258742529257
Signature.9,0.0747895621349,0.0394022184183,0.0193118685736,0.0
Signature.10,0.0339454817361,0.0177626439062,0.0,0.0
Signature.11,0.0,0.0775248153052,0.0,0.0
Signature.12,0.0,0.0430439762964,0.0400748774283,0.0
Signature.13,0.0,0.110629600418,0.0,0.0739562050102
Signature.14,0.105732535363,0.0,0.0,0.0
Signature.15,0.0,0.0,0.0,0.0
Signature.16,0.0361831876381,0.0,0.0176421213752,0.0
Signature.17,0.0,0.0,0.0,0.0506887450178
Signature.18,0.203570351427,0.15941652024,0.0,0.0391284353784
Signature.19,0.0966513127905,0.03898491282,0.0,0.0442584125728
Signature.20,0.0,0.0296047469476,0.0,0.137406983934
Signature.21,0.0,0.011217727782,0.0,0.0
Signature.22,0.0771536485072,0.0,0.041722303606,0.0
Signature.23,0.0,0.0507314158462,0.0597759506371,0.0608660859451
Signature.24,0.0,0.0,0.0798168029605,0.0
Signature.25,0.0691860634822,0.0,0.0,0.0
Signature.26,0.0,0.0868956891789,0.0,0.0320423255719
Signature.27,0.0199864069706,0.0555695589525,0.0,0.0
Signature.28,0.0,0.0,0.067864139374,0.0
Signature.29,0.162695867488,0.0,0.217502439536,0.257599084183
Signature.30,0.0,0.0174308006015,0.0,0.0
