,1:2:5:4:7:6,3
Signature.1,0.0,0.0
Signature.2,0.0,0.0
Signature.3,0.0784886335591,0.0
Signature.4,0.019060037336,0.0
Signature.5,0.12091430375,0.0951818870283
Signature.6,0.029812355099,0.25580553671
Signature.7,0.0,0.245642080211
Signature.8,0.0,0.0
Signature.9,0.0,0.0
Signature.10,0.203900603027,0.0
Signature.11,0.0,0.0
Signature.12,0.0,0.120844658143
Signature.13,0.0,0.0
Signature.14,0.0160757349221,0.0
Signature.15,0.0408060835532,0.0
Signature.16,0.0384776405925,0.0
Signature.17,0.0,0.0
Signature.18,0.405677593867,0.0262213218812
Signature.19,0.0,0.0238246967856
Signature.20,0.0,0.0
Signature.21,0.0,0.0
Signature.22,0.0248743524766,0.0
Signature.23,0.0,0.0260177836327
Signature.24,0.0,0.0
Signature.25,0.0,0.0780642295309
Signature.26,0.0219126618174,0.0
Signature.27,0.0,0.0
Signature.28,0.0,0.0872843930541
Signature.29,0.0,0.0
Signature.30,0.0,0.0411134130237
