,1:2,3,5,4
Signature.1,0.0476239923561,0.0,0.0,0.0187081530448
Signature.2,0.0467005366452,0.0,0.152546346576,0.20159302811
Signature.3,0.0168770182264,0.0,0.0548209384783,0.0
Signature.4,0.0,0.181200386178,0.0375250072072,0.0
Signature.5,0.096197506309,0.128346280065,0.0,0.0
Signature.6,0.0257107909185,0.0749441749875,0.0,0.0
Signature.7,0.0251010077418,0.0,0.137629112755,0.0
Signature.8,0.0,0.0,0.0362311709537,0.0
Signature.9,0.0436066398318,0.0,0.0634349020814,0.0
Signature.10,0.0109167025033,0.0462813104922,0.0167147648363,0.049601790515
Signature.11,0.0,0.0,0.0190790635376,0.0
Signature.12,0.0122218545874,0.0,0.0,0.0
Signature.13,0.0,0.122930674058,0.0321800759074,0.023809180725
Signature.14,0.17315771506,0.0,0.0809533495347,0.0
Signature.15,0.121337502264,0.0,0.0,0.0958096295568
Signature.16,0.0,0.0,0.0,0.0873207856064
Signature.17,0.018447615127,0.0481170439263,0.0284257246468,0.0
Signature.18,0.0,0.0,0.0,0.0
Signature.19,0.0,0.0,0.0284980171375,0.0194861801227
Signature.20,0.0111160265382,0.0,0.0653528249682,0.0687565578701
Signature.21,0.0,0.0,0.116517507411,0.0
Signature.22,0.0,0.0,0.0116797132568,0.0
Signature.23,0.0,0.0,0.0292980243222,0.0
Signature.24,0.0919587532269,0.0371524315341,0.0150714166509,0.0
Signature.25,0.0556141796368,0.0,0.0446881404756,0.0310614867367
Signature.26,0.203412159028,0.311728823771,0.0,0.0
Signature.27,0.0,0.0,0.0,0.0
Signature.28,0.0,0.0492988749869,0.0,0.291903432768
Signature.29,0.0,0.0,0.0293538992632,0.063294461893
Signature.30,0.0,0.0,0.0,0.0486553130524
