,1:3:2:5:4:7:6
Signature.1,0.0563523597626
Signature.2,0.0
Signature.3,0.0
Signature.4,0.368510699009
Signature.5,0.0
Signature.6,0.226088540541
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0
Signature.10,0.023633681089
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0692015812819
Signature.23,0.0
Signature.24,0.065657037973
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0421740122533
Signature.30,0.14838208809
