,11:10:1:3:5:4:7:6:9,2,8
Signature.1,0.157694130522,0.0,0.0
Signature.2,0.0,0.0,0.0
Signature.3,0.0134620126719,0.0172076733442,0.0
Signature.4,0.0,0.112213380359,0.0
Signature.5,0.0276381330527,0.0,0.0
Signature.6,0.0,0.0,0.0
Signature.7,0.0,0.0,0.0
Signature.8,0.162739970606,0.0,0.258397631993
Signature.9,0.0,0.0404372530366,0.0
Signature.10,0.0,0.0,0.0
Signature.11,0.0181999341807,0.0,0.0
Signature.12,0.0,0.0,0.0733218900661
Signature.13,0.0,0.297925988193,0.0167994611984
Signature.14,0.0,0.0,0.0
Signature.15,0.021839892288,0.0317641021757,0.0
Signature.16,0.0,0.0,0.0
Signature.17,0.0,0.0,0.0346540486571
Signature.18,0.0817876371796,0.0,0.0685932352725
Signature.19,0.0,0.0128426610622,0.0
Signature.20,0.276412356707,0.0243920794005,0.135310464928
Signature.21,0.0,0.173732373512,0.0
Signature.22,0.0,0.0,0.216407739756
Signature.23,0.0,0.0,0.0
Signature.24,0.0,0.263796080768,0.0
Signature.25,0.0265285591741,0.0,0.0
Signature.26,0.0544503526334,0.0,0.025125146122
Signature.27,0.117804249716,0.0,0.152600681029
Signature.28,0.0,0.0,0.0187897009783
Signature.29,0.0414427712686,0.0132424091496,0.0
Signature.30,0.0,0.0124459989991,0.0
