,1:3:2:5:4:7:6
Signature.1,0.0352375838889
Signature.2,0.0
Signature.3,0.0481376110067
Signature.4,0.0129781531368
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0
Signature.8,0.120591528291
Signature.9,0.0
Signature.10,0.0460129142165
Signature.11,0.0
Signature.12,0.0347773644095
Signature.13,0.0
Signature.14,0.0
Signature.15,0.150207123613
Signature.16,0.0
Signature.17,0.419304575334
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0
Signature.23,0.0173695817267
Signature.24,0.102926444434
Signature.25,0.0
Signature.26,0.0
Signature.27,0.012457119942
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0
