,1:3:2
Signature.1,0.0
Signature.2,0.0
Signature.3,0.111295670239
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0157367223991
Signature.7,0.0
Signature.8,0.068362826697
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0208664227086
Signature.12,0.104159491683
Signature.13,0.0
Signature.14,0.117529050066
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0192342892402
Signature.19,0.0224156052369
Signature.20,0.186618795758
Signature.21,0.0
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0149488346264
Signature.25,0.0
Signature.26,0.0139873007858
Signature.27,0.0
Signature.28,0.0
Signature.29,0.244411685576
Signature.30,0.060433304984
