,11:10:1:3:2:4:9:8,5,7:6
Signature.1,0.100691009472,0.0309136835891,0.0143306542023
Signature.2,0.0326610545975,0.0,0.0
Signature.3,0.0,0.0105706254462,0.0251915295758
Signature.4,0.0,0.0,0.0303271536522
Signature.5,0.0402972122171,0.176044684115,0.0
Signature.6,0.127787127865,0.249641555703,0.0
Signature.7,0.0354043171329,0.0,0.096446095912
Signature.8,0.0,0.0,0.0
Signature.9,0.0,0.0,0.0119745437269
Signature.10,0.0,0.0,0.0
Signature.11,0.0,0.0,0.187268206165
Signature.12,0.0,0.0,0.0
Signature.13,0.0134421975294,0.0895776582132,0.0
Signature.14,0.0111297942832,0.0,0.0200154559445
Signature.15,0.0,0.0287403334493,0.0
Signature.16,0.0,0.0161260481882,0.0589335985985
Signature.17,0.0281438819135,0.0,0.0316523113572
Signature.18,0.0,0.0,0.0736351992188
Signature.19,0.0,0.0859158322851,0.0
Signature.20,0.0,0.0,0.0173094895781
Signature.21,0.0308638787439,0.229479481031,0.0
Signature.22,0.0,0.0,0.0
Signature.23,0.0,0.0,0.0152261710195
Signature.24,0.0124820202971,0.0,0.13893792078
Signature.25,0.0,0.0230205684311,0.0720300165242
Signature.26,0.0174902532138,0.0196757769961,0.113156663962
Signature.27,0.104519102957,0.0,0.0
Signature.28,0.422198507873,0.0224333482446,0.0
Signature.29,0.0,0.0,0.0
Signature.30,0.0228896419042,0.0178604043087,0.0935649897839
