,1:3:2:5:4:7:6
Signature.1,0.218690713755
Signature.2,0.0220521344255
Signature.3,0.0568418934482
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0
Signature.9,0.044143087402
Signature.10,0.100667920211
Signature.11,0.095620011799
Signature.12,0.0168250065025
Signature.13,0.0433853800438
Signature.14,0.0
Signature.15,0.31147804488
Signature.16,0.0
Signature.17,0.0160114538441
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0203618877738
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0275703404724
Signature.26,0.026352125443
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0
