,11:10:1:3:2:4:9:8,5,7:6
Signature.1,0.0,0.0,0.0
Signature.2,0.0,0.0,0.0
Signature.3,0.0201736287846,0.0,0.088244697235
Signature.4,0.026944215192,0.0,0.117651462888
Signature.5,0.0827937084725,0.0670747500839,0.0
Signature.6,0.0,0.0220452294744,0.0156305481401
Signature.7,0.0147749431676,0.0162183189709,0.019677329799
Signature.8,0.0,0.0458974195598,0.0
Signature.9,0.0199165958985,0.0133840250269,0.0
Signature.10,0.0,0.0,0.0
Signature.11,0.0,0.109889984036,0.018550424932
Signature.12,0.0,0.0,0.0130540065592
Signature.13,0.0,0.0124899236858,0.0
Signature.14,0.257474044861,0.0330088812833,0.0
Signature.15,0.0,0.0225690765017,0.0
Signature.16,0.0,0.0,0.148976311044
Signature.17,0.0369576860459,0.0896923162517,0.0
Signature.18,0.0,0.0274445762407,0.0341303598728
Signature.19,0.361339862825,0.0,0.01357986262
Signature.20,0.0,0.0,0.0403003727078
Signature.21,0.0,0.0,0.0
Signature.22,0.0,0.172253045288,0.0270758658393
Signature.23,0.066533666102,0.0,0.0
Signature.24,0.0352749859768,0.0271083735662,0.0
Signature.25,0.0,0.161628859493,0.0386163302872
Signature.26,0.0,0.0,0.113807200543
Signature.27,0.0,0.0,0.0606658792246
Signature.28,0.0663229341849,0.179295220537,0.250039348307
Signature.29,0.0114937284892,0.0,0.0
Signature.30,0.0,0.0,0.0
