,1:2:5:4,3
Signature.1,0.0,0.0128248345566
Signature.2,0.263869599887,0.0
Signature.3,0.0580137656308,0.182446606689
Signature.4,0.0,0.0345548226478
Signature.5,0.0,0.0
Signature.6,0.0,0.0321676463335
Signature.7,0.0669027084736,0.0188511901085
Signature.8,0.0,0.0544060624732
Signature.9,0.0,0.0
Signature.10,0.0,0.0
Signature.11,0.0194498188121,0.0
Signature.12,0.0404369581743,0.0274762363224
Signature.13,0.151346226275,0.0246714468174
Signature.14,0.0,0.348574116391
Signature.15,0.0700109705917,0.015512605244
Signature.16,0.110229222074,0.0
Signature.17,0.0,0.0634720156012
Signature.18,0.0,0.0507363149168
Signature.19,0.0,0.0450731730493
Signature.20,0.0,0.0
Signature.21,0.0456861173319,0.0
Signature.22,0.0,0.0
Signature.23,0.0,0.0
Signature.24,0.0,0.0892329288495
Signature.25,0.0,0.0
Signature.26,0.102170585384,0.0
Signature.27,0.0,0.0
Signature.28,0.0,0.0
Signature.29,0.0177225982592,0.0
Signature.30,0.0541614291068,0.0
