,1:3:2:5:4:7:6
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0211809838744
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0244219732598
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0161977539872
Signature.11,0.253398304217
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0913300118055
Signature.16,0.0
Signature.17,0.0266223871901
Signature.18,0.0
Signature.19,0.279081798048
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0209922665387
Signature.25,0.0157800518597
Signature.26,0.0
Signature.27,0.0919456023527
Signature.28,0.159048866867
Signature.29,0.0
Signature.30,0.0
