,1:3:2:5:4
Signature.1,0.0226698120883
Signature.2,0.0
Signature.3,0.0105815607781
Signature.4,0.0191395245016
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0695227304838
Signature.8,0.0
Signature.9,0.0
Signature.10,0.127948771841
Signature.11,0.0305501008116
Signature.12,0.0373805035087
Signature.13,0.0
Signature.14,0.0171423217484
Signature.15,0.0330852133838
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0236533986981
Signature.19,0.283151972539
Signature.20,0.0
Signature.21,0.089455940582
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0
Signature.25,0.0
Signature.26,0.177342762968
Signature.27,0.0133683572888
Signature.28,0.0450070287783
Signature.29,0.0
Signature.30,0.0
