,11:10:1:3:2:5:4:9:8,7:6
Signature.1,0.0246862198882,0.205530257997
Signature.2,0.0,0.014914830225
Signature.3,0.0,0.0
Signature.4,0.102484669953,0.0
Signature.5,0.0384742305171,0.0
Signature.6,0.0254990698689,0.0147378214077
Signature.7,0.0,0.156536742007
Signature.8,0.121156611999,0.0
Signature.9,0.138117956079,0.0260411395317
Signature.10,0.078360501436,0.0
Signature.11,0.0364958573099,0.0882510610183
Signature.12,0.0,0.0463951122094
Signature.13,0.0,0.0
Signature.14,0.0,0.0163630683298
Signature.15,0.0,0.0
Signature.16,0.0,0.0
Signature.17,0.012454579518,0.0451688890741
Signature.18,0.0408054801097,0.0871817591491
Signature.19,0.0967704826094,0.0
Signature.20,0.0,0.221963108091
Signature.21,0.0,0.0
Signature.22,0.0,0.0
Signature.23,0.209557324513,0.0660462959001
Signature.24,0.0,0.0
Signature.25,0.0,0.0108699150594
Signature.26,0.0179376162713,0.0
Signature.27,0.0,0.0
Signature.28,0.0571993999273,0.0
Signature.29,0.0,0.0
Signature.30,0.0,0.0
