,1:3:5:4:7,2,6
Signature.1,0.116464983544,0.178475807925,0.0743481099595
Signature.2,0.0,0.0177709352686,0.0189317486712
Signature.3,0.0,0.0312379548379,0.0156779972555
Signature.4,0.0116263942153,0.0,0.0500881723723
Signature.5,0.0,0.0409626182059,0.303336165176
Signature.6,0.0,0.0,0.0142354391805
Signature.7,0.0184709475056,0.0,0.0
Signature.8,0.0236286478894,0.0,0.0
Signature.9,0.0,0.0663453899852,0.146308968147
Signature.10,0.0355988345121,0.0,0.0766898542925
Signature.11,0.0331727951127,0.0,0.0
Signature.12,0.0,0.0,0.0111141326638
Signature.13,0.0,0.0,0.0
Signature.14,0.0,0.185852684593,0.0109602695292
Signature.15,0.0,0.106721962058,0.0107239365868
Signature.16,0.0746011259419,0.0,0.0
Signature.17,0.0,0.0,0.0
Signature.18,0.0234673077652,0.0677536405078,0.0415594425698
Signature.19,0.0,0.0171250713545,0.0
Signature.20,0.0159429800108,0.0,0.0
Signature.21,0.0,0.0,0.0682328502199
Signature.22,0.0,0.0,0.0216631003058
Signature.23,0.0,0.122227955652,0.0887062880281
Signature.24,0.418669016437,0.13039842839,0.0
Signature.25,0.146469890694,0.0218702853851,0.0
Signature.26,0.0,0.0,0.047423525042
Signature.27,0.0818870763723,0.0,0.0
Signature.28,0.0,0.0,0.0
Signature.29,0.0,0.0132572658362,0.0
Signature.30,0.0,0.0,0.0
