,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.035171581535
Signature.2,0.129131386541
Signature.3,0.015102846612
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0140159073492
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0376558044604
Signature.15,0.192989091534
Signature.16,0.0
Signature.17,0.0333057063859
Signature.18,0.0270138970405
Signature.19,0.0
Signature.20,0.376473347412
Signature.21,0.0
Signature.22,0.0
Signature.23,0.092794738843
Signature.24,0.0
Signature.25,0.0291102360664
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0172354562201
Signature.30,0.0
