,1:3:2:7:6,5,4
Signature.1,0.292694671787,0.0,0.0308419684715
Signature.2,0.162660168633,0.0108591206779,0.0918496942194
Signature.3,0.0190361798126,0.0,0.0834007860981
Signature.4,0.038870410813,0.0289458236692,0.162992408664
Signature.5,0.0,0.0,0.0
Signature.6,0.0,0.0,0.0
Signature.7,0.0,0.0229503350944,0.0
Signature.8,0.0,0.301153047178,0.0128936544556
Signature.9,0.0430584288264,0.0194716324162,0.0
Signature.10,0.0,0.0,0.0
Signature.11,0.0,0.0,0.0
Signature.12,0.0,0.0,0.0
Signature.13,0.0,0.0,0.0
Signature.14,0.0,0.0,0.0271769998884
Signature.15,0.0,0.021994410682,0.0
Signature.16,0.0,0.054236930981,0.0233970930361
Signature.17,0.0155609520307,0.11878952352,0.0279543443941
Signature.18,0.0,0.0,0.270258619096
Signature.19,0.0,0.0792950344661,0.0790067563838
Signature.20,0.0107208651073,0.0560712760748,0.0
Signature.21,0.0,0.0,0.0324484327737
Signature.22,0.0,0.0,0.0
Signature.23,0.131353857988,0.0803657662829,0.0310576149078
Signature.24,0.0,0.0,0.115697413141
Signature.25,0.0,0.0,0.0
Signature.26,0.244624659736,0.0,0.0
Signature.27,0.0,0.0,0.0
Signature.28,0.0,0.0,0.0
Signature.29,0.0259391086519,0.171209314805,0.0110242144707
Signature.30,0.0154806966147,0.0346577841521,0.0
