,1,3,2
Signature.1,0.283188723227,0.0,0.0
Signature.2,0.0,0.0,0.0443259961891
Signature.3,0.038274583681,0.0,0.0
Signature.4,0.147898085744,0.0,0.0
Signature.5,0.0,0.0,0.0516674232074
Signature.6,0.0833052585018,0.0,0.0663106435472
Signature.7,0.0134885906343,0.0,0.0771666861194
Signature.8,0.0,0.0,0.0
Signature.9,0.0393920441199,0.0120675858581,0.0
Signature.10,0.0,0.0,0.0103045886591
Signature.11,0.0,0.0,0.0
Signature.12,0.233555284387,0.0,0.026627602688
Signature.13,0.0,0.0,0.0390600826681
Signature.14,0.0,0.0,0.0
Signature.15,0.019660433892,0.0936619812635,0.0139642408189
Signature.16,0.0,0.0,0.0207095152206
Signature.17,0.0,0.0309445956109,0.0
Signature.18,0.0,0.14342664229,0.0
Signature.19,0.104739436004,0.0109345042817,0.0
Signature.20,0.0,0.0216834706236,0.0762626568417
Signature.21,0.0,0.0,0.0
Signature.22,0.0,0.0,0.0
Signature.23,0.0,0.150945767477,0.122703501063
Signature.24,0.0145121599321,0.0,0.0477605102075
Signature.25,0.0,0.217282392608,0.0
Signature.26,0.0219853998762,0.0,0.299198736811
Signature.27,0.0,0.0415924590854,0.0
Signature.28,0.0,0.0,0.103937815959
Signature.29,0.0,0.228117804181,0.0
Signature.30,0.0,0.0493427967215,0.0
