,1:3:2:5:4:7:6
Signature.1,0.0
Signature.2,0.0186675641496
Signature.3,0.0
Signature.4,0.0404594379286
Signature.5,0.0364489985874
Signature.6,0.0
Signature.7,0.111621674419
Signature.8,0.0
Signature.9,0.123614503395
Signature.10,0.0
Signature.11,0.0413928251092
Signature.12,0.0
Signature.13,0.138699155234
Signature.14,0.0285545469809
Signature.15,0.0
Signature.16,0.0173326902107
Signature.17,0.0
Signature.18,0.0427892957792
Signature.19,0.0827078440287
Signature.20,0.0
Signature.21,0.0686397627604
Signature.22,0.189301611392
Signature.23,0.0109327670335
Signature.24,0.0
Signature.25,0.0102913953724
Signature.26,0.0
Signature.27,0.0385459276188
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0
