,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.078749135002
Signature.2,0.0
Signature.3,0.0395055425003
Signature.4,0.036740951645
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0906355299156
Signature.15,0.0247787986559
Signature.16,0.0
Signature.17,0.0283721543064
Signature.18,0.0
Signature.19,0.0757797746476
Signature.20,0.0162248372399
Signature.21,0.165496542678
Signature.22,0.134759144981
Signature.23,0.021140740545
Signature.24,0.0
Signature.25,0.0969211691887
Signature.26,0.0
Signature.27,0.0389938645649
Signature.28,0.0117337426119
Signature.29,0.0680913613171
Signature.30,0.0720767102013
