,1:3:2
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0528680370886
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0179816048175
Signature.11,0.140305150984
Signature.12,0.167018776644
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0907882532363
Signature.17,0.0
Signature.18,0.227139734563
Signature.19,0.0129017124253
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0
Signature.23,0.180456550579
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0917150005224
Signature.27,0.0
Signature.28,0.0188251791397
Signature.29,0.0
Signature.30,0.0
