,1,3,2
Signature.1,0.0,0.0268418316085,0.0141678311888
Signature.2,0.0,0.0141085987546,0.0
Signature.3,0.0,0.0,0.0
Signature.4,0.0,0.0,0.0276163474672
Signature.5,0.0143075306722,0.0639767218433,0.0
Signature.6,0.0151939252203,0.0,0.136894071818
Signature.7,0.0,0.0,0.0
Signature.8,0.0,0.0,0.0
Signature.9,0.0771544290451,0.0141668288619,0.0463664432086
Signature.10,0.0480607543532,0.0275798956598,0.0212881629075
Signature.11,0.0,0.489006379009,0.0
Signature.12,0.0,0.0,0.0542840841318
Signature.13,0.0292024232633,0.0,0.0
Signature.14,0.114904180644,0.0160067274922,0.0
Signature.15,0.0186014056795,0.0,0.0176840266905
Signature.16,0.257897761361,0.0,0.0
Signature.17,0.0,0.0372984190124,0.0473857167407
Signature.18,0.0509771310729,0.0,0.0179595165105
Signature.19,0.0,0.0,0.0503325927565
Signature.20,0.0,0.0,0.0852043577859
Signature.21,0.0,0.0,0.0840008154095
Signature.22,0.0119976181674,0.0,0.0
Signature.23,0.0,0.0,0.0414294019906
Signature.24,0.0331607353655,0.0,0.114276520145
Signature.25,0.0,0.265095903414,0.0
Signature.26,0.095074550259,0.0,0.241110111249
Signature.27,0.0,0.0,0.0
Signature.28,0.126392204292,0.0,0.0
Signature.29,0.0,0.0459186943437,0.0
Signature.30,0.107075350604,0.0,0.0
