,1:3:2
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0
Signature.4,0.288597832054
Signature.5,0.0
Signature.6,0.0318162844325
Signature.7,0.0108742012026
Signature.8,0.0338546817414
Signature.9,0.0
Signature.10,0.0
Signature.11,0.154926481201
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0177820050995
Signature.19,0.223485729134
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0
Signature.23,0.0212154929329
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0
Signature.28,0.204398792839
Signature.29,0.0
Signature.30,0.0130484993642
