,1:5:4:6,3:2,7
Signature.1,0.0390034750898,0.0,0.0
Signature.2,0.12273288104,0.0197844444774,0.0
Signature.3,0.0,0.0,0.0390444558184
Signature.4,0.0616507205974,0.0,0.0
Signature.5,0.068247079456,0.0236548820875,0.0
Signature.6,0.0489353715372,0.0229702580871,0.259288214897
Signature.7,0.0,0.0,0.0
Signature.8,0.0442833641507,0.0,0.0
Signature.9,0.0320107174324,0.0438218718966,0.0
Signature.10,0.0,0.0,0.0
Signature.11,0.0,0.139245450833,0.0
Signature.12,0.0,0.149475796571,0.0165449724012
Signature.13,0.101175179264,0.0616128737774,0.0565799947951
Signature.14,0.0,0.036214730765,0.0
Signature.15,0.0,0.0,0.0
Signature.16,0.125952778866,0.0,0.0
Signature.17,0.0186359738102,0.0,0.0311551497609
Signature.18,0.0276326073291,0.0206072383899,0.0809638078212
Signature.19,0.0,0.0,0.0389687982359
Signature.20,0.156646804196,0.0,0.0664275573642
Signature.21,0.0,0.0,0.0
Signature.22,0.0,0.0,0.135647628988
Signature.23,0.0,0.0155365695095,0.0
Signature.24,0.0,0.0,0.0
Signature.25,0.0553279600059,0.0,0.061267483168
Signature.26,0.0,0.111312739356,0.0
Signature.27,0.0367767597094,0.204784583161,0.0
Signature.28,0.0609883275153,0.116683167147,0.0384631977053
Signature.29,0.0,0.0,0.0144832828517
Signature.30,0.0,0.0342953939414,0.161165456193
