,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0762758517225
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0195205419288
Signature.11,0.0153289961371
Signature.12,0.0148877978656
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0
Signature.16,0.145838736378
Signature.17,0.0312465580603
Signature.18,0.0
Signature.19,0.0134163177947
Signature.20,0.144008572994
Signature.21,0.0180980103879
Signature.22,0.0
Signature.23,0.0109091026608
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0
Signature.28,0.22007244889
Signature.29,0.224981842105
Signature.30,0.0654152230757
