,1:3:5:4,2
Signature.1,0.156903434048,0.0540630960546
Signature.2,0.0143630993402,0.0
Signature.3,0.051939630543,0.0219257713182
Signature.4,0.0,0.0
Signature.5,0.0327794697029,0.0436651088399
Signature.6,0.0,0.0
Signature.7,0.0,0.0
Signature.8,0.0546845158655,0.0270323023205
Signature.9,0.0,0.0
Signature.10,0.0,0.0301707550738
Signature.11,0.0387876246738,0.112364300459
Signature.12,0.105097020114,0.0132725962782
Signature.13,0.0,0.015409497418
Signature.14,0.0118819061506,0.0
Signature.15,0.0,0.0
Signature.16,0.019101161328,0.0357707425966
Signature.17,0.044134738135,0.0246986371636
Signature.18,0.0117045467658,0.0713305453193
Signature.19,0.0214491731202,0.0291707378928
Signature.20,0.0113708728723,0.0
Signature.21,0.0380754739967,0.0
Signature.22,0.0,0.317995769148
Signature.23,0.157728278224,0.0
Signature.24,0.0,0.0
Signature.25,0.0,0.0
Signature.26,0.0,0.11840387475
Signature.27,0.229999055121,0.0
Signature.28,0.0,0.0708664082676
Signature.29,0.0,0.0138598571012
Signature.30,0.0,0.0
