,1:3:2
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0137254430189
Signature.4,0.0
Signature.5,0.117124063926
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0121980311898
Signature.16,0.102248544075
Signature.17,0.0
Signature.18,0.0
Signature.19,0.0205674476581
Signature.20,0.0
Signature.21,0.0463649649028
Signature.22,0.0
Signature.23,0.0
Signature.24,0.0
Signature.25,0.584998326595
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0288840807676
Signature.30,0.0738890978669
