,1:3:2:5:4:6,7
Signature.1,0.0168730015783,0.0
Signature.2,0.0,0.0
Signature.3,0.0,0.0413987526083
Signature.4,0.0202427723346,0.0396306184292
Signature.5,0.0176045863606,0.0
Signature.6,0.0,0.223552434438
Signature.7,0.240041828399,0.0170722046177
Signature.8,0.0,0.0
Signature.9,0.148905010033,0.0289740505938
Signature.10,0.0882325814373,0.0358684963196
Signature.11,0.0,0.0
Signature.12,0.0264371517473,0.0
Signature.13,0.0,0.0
Signature.14,0.0682810972322,0.0225627424442
Signature.15,0.0175692103372,0.0
Signature.16,0.0,0.0
Signature.17,0.248102108771,0.0319889564567
Signature.18,0.0,0.0
Signature.19,0.0,0.0953001145654
Signature.20,0.0,0.0595706695114
Signature.21,0.0,0.102905376403
Signature.22,0.0,0.068500470331
Signature.23,0.0,0.0967222268983
Signature.24,0.0273419720655,0.0
Signature.25,0.0,0.0426394325947
Signature.26,0.0168550061415,0.0
Signature.27,0.0,0.0
Signature.28,0.0,0.0933134537884
Signature.29,0.0,0.0
Signature.30,0.0635136735619,0.0
