,1:3:2:5,4
Signature.1,0.0,0.0272808476354
Signature.2,0.0,0.0
Signature.3,0.0366199680523,0.0505987436741
Signature.4,0.0460906857548,0.0842666780495
Signature.5,0.0259143359586,0.0
Signature.6,0.0,0.0
Signature.7,0.0,0.0537417950402
Signature.8,0.0157884978636,0.0
Signature.9,0.299128281017,0.0
Signature.10,0.0,0.0184117727553
Signature.11,0.0,0.0165704461575
Signature.12,0.0119164173471,0.0
Signature.13,0.0163845717558,0.0
Signature.14,0.0,0.0787047245257
Signature.15,0.0112964686301,0.0616449783532
Signature.16,0.103320152244,0.0
Signature.17,0.0,0.0140719042168
Signature.18,0.0,0.0847844218328
Signature.19,0.0,0.0
Signature.20,0.0,0.0289515335177
Signature.21,0.0500747554472,0.0
Signature.22,0.0,0.0143574630515
Signature.23,0.0,0.218839093837
Signature.24,0.125023927405,0.0
Signature.25,0.0,0.0687016999056
Signature.26,0.0306432504967,0.0946288690495
Signature.27,0.0301293662171,0.0356143376492
Signature.28,0.0,0.0
Signature.29,0.0,0.0238323941584
Signature.30,0.197669321811,0.0249982965909
