,11:10:1:3:2:5:4:9:8,7,6
Signature.1,0.0,0.0,0.0395888198171
Signature.2,0.0,0.0637196277593,0.06921400551
Signature.3,0.0249450429317,0.0,0.0
Signature.4,0.0,0.0549074600221,0.0368810759941
Signature.5,0.0470411929799,0.0,0.0220817597461
Signature.6,0.0,0.0,0.0
Signature.7,0.102559688696,0.0,0.0196405609838
Signature.8,0.0,0.0,0.03808844579
Signature.9,0.0263529095347,0.0,0.0
Signature.10,0.0859256062511,0.0559801791973,0.0
Signature.11,0.0218244581726,0.0,0.0651367675646
Signature.12,0.0,0.0608625618849,0.103718492811
Signature.13,0.100974080028,0.0476181120225,0.0996603183542
Signature.14,0.0,0.0,0.0611317508726
Signature.15,0.0882354039815,0.0142107700385,0.0374981031738
Signature.16,0.0,0.0557729267671,0.0
Signature.17,0.0,0.0585857295235,0.0731073529293
Signature.18,0.0,0.0132666424597,0.0
Signature.19,0.0707856904711,0.0,0.0
Signature.20,0.0,0.0190279284157,0.0
Signature.21,0.0,0.0558048096091,0.0
Signature.22,0.0291613893582,0.117837027769,0.0451305272562
Signature.23,0.301063244844,0.0586295979867,0.0
Signature.24,0.0,0.195061995946,0.0
Signature.25,0.0,0.0299164191906,0.0
Signature.26,0.0,0.0,0.0332423179249
Signature.27,0.0,0.0,0.0
Signature.28,0.0851198638579,0.0,0.0621351508369
Signature.29,0.0,0.0,0.0
Signature.30,0.0160114288944,0.0987982114082,0.193744550436
