,1:3,2
Signature.1,0.111641072957,0.0607408423165
Signature.2,0.0,0.0
Signature.3,0.0,0.0261388801638
Signature.4,0.0,0.386864018115
Signature.5,0.0,0.024037570887
Signature.6,0.0,0.0
Signature.7,0.214174678114,0.0
Signature.8,0.0,0.0
Signature.9,0.0,0.0
Signature.10,0.0,0.068617952713
Signature.11,0.0992973692194,0.0
Signature.12,0.0731663863868,0.0
Signature.13,0.0175922142205,0.0
Signature.14,0.0278060417865,0.0108082016031
Signature.15,0.0491652285823,0.0849613480788
Signature.16,0.139965781134,0.0
Signature.17,0.0,0.124923985078
Signature.18,0.0,0.0137581647289
Signature.19,0.0,0.0
Signature.20,0.0301896610593,0.0198806522107
Signature.21,0.064853690401,0.0
Signature.22,0.0,0.0
Signature.23,0.0,0.0975705913959
Signature.24,0.011993172745,0.0
Signature.25,0.0163340085975,0.0
Signature.26,0.0175327199992,0.0
Signature.27,0.0,0.0258545073212
Signature.28,0.0,0.012592888947
Signature.29,0.0640813732992,0.0
Signature.30,0.0622066014989,0.0432503964411
