,1:3:5:4,2
Signature.1,0.217396709904,0.101814020917
Signature.2,0.0154789034388,0.0
Signature.3,0.0,0.0106822805754
Signature.4,0.116299949542,0.0
Signature.5,0.151058110688,0.0440557219115
Signature.6,0.0209845366375,0.0723896226459
Signature.7,0.0112352815482,0.0
Signature.8,0.0226963870961,0.0
Signature.9,0.0,0.0308282130244
Signature.10,0.0,0.0
Signature.11,0.0,0.0
Signature.12,0.0,0.017079539207
Signature.13,0.0,0.0652017356712
Signature.14,0.0858568135611,0.0
Signature.15,0.0,0.0
Signature.16,0.0213213588488,0.0
Signature.17,0.0,0.0
Signature.18,0.0103061042205,0.0
Signature.19,0.22948071995,0.0234893874672
Signature.20,0.0,0.0150304543628
Signature.21,0.0134416686261,0.0
Signature.22,0.0396256877269,0.0
Signature.23,0.0,0.287360281409
Signature.24,0.0,0.0
Signature.25,0.0,0.0160942935544
Signature.26,0.0244736270842,0.0
Signature.27,0.0,0.0
Signature.28,0.0,0.0
Signature.29,0.0,0.0110372898582
Signature.30,0.0203441411278,0.304937159396
