,1:3:2:4:6:9:8,5,7
Signature.1,0.0,0.0,0.0
Signature.2,0.0,0.0133289071276,0.0865805828616
Signature.3,0.0,0.0,0.0
Signature.4,0.0450715545959,0.120358387359,0.0
Signature.5,0.0,0.0,0.302733732186
Signature.6,0.0,0.126399913058,0.0
Signature.7,0.0,0.0,0.0
Signature.8,0.0,0.0,0.0
Signature.9,0.105903987824,0.031560921278,0.0
Signature.10,0.0,0.021808212782,0.013151100032
Signature.11,0.0553172873216,0.0325314838385,0.0473858425204
Signature.12,0.431339687002,0.0,0.0
Signature.13,0.0,0.0161692826787,0.0
Signature.14,0.0,0.0110751542061,0.0
Signature.15,0.0114613353811,0.0,0.0
Signature.16,0.0,0.0259924271329,0.0911121885689
Signature.17,0.094560176645,0.0,0.0
Signature.18,0.0231194572508,0.0,0.0
Signature.19,0.0,0.2009885186,0.0794461778239
Signature.20,0.0,0.0112778880586,0.0
Signature.21,0.0,0.0,0.0
Signature.22,0.0,0.0,0.18323144264
Signature.23,0.0,0.0,0.0
Signature.24,0.025589900992,0.0123917249124,0.0521212409347
Signature.25,0.0,0.0,0.0402322320498
Signature.26,0.193312044345,0.0,0.0276297388771
Signature.27,0.0,0.0,0.0
Signature.28,0.0143245686436,0.357224727701,0.0
Signature.29,0.0,0.0,0.0763757215056
Signature.30,0.0,0.018892451268,0.0
