,11:10:1:3:2:7:6:9,5,4,8
Signature.1,0.0,0.0,0.0,0.0146437778542
Signature.2,0.0,0.0,0.0206232180819,0.0117131913358
Signature.3,0.0532464791388,0.0987052969986,0.0,0.0
Signature.4,0.0,0.145364207328,0.0568213010745,0.0623492947312
Signature.5,0.174463830064,0.0189259468098,0.0,0.0377939254069
Signature.6,0.0,0.0,0.335959833455,0.0287389146269
Signature.7,0.0,0.0,0.0,0.0
Signature.8,0.0,0.0141516690706,0.0,0.0618007891135
Signature.9,0.0,0.0,0.0,0.0
Signature.10,0.0,0.0105034839222,0.0,0.186396165009
Signature.11,0.0131797493622,0.116881760621,0.0,0.0533123156772
Signature.12,0.0297992140862,0.0199475169817,0.0411567820865,0.0
Signature.13,0.0160712238902,0.317623562636,0.0,0.0
Signature.14,0.0243861114032,0.0,0.0,0.0
Signature.15,0.0,0.0,0.0,0.135914530498
Signature.16,0.414335735262,0.0105650842185,0.0229986870558,0.0
Signature.17,0.0455580046854,0.0145892695351,0.0,0.0
Signature.18,0.0,0.0674611634188,0.0,0.0353408872556
Signature.19,0.104444427845,0.0312228487486,0.0,0.0
Signature.20,0.0,0.0,0.073820721847,0.102302417342
Signature.21,0.0,0.014331544945,0.0306288989916,0.0567707495361
Signature.22,0.0,0.0,0.0556576480408,0.0
Signature.23,0.0126447113647,0.0,0.0,0.0443451720468
Signature.24,0.0547511875074,0.0,0.0831030244465,0.0154114081346
Signature.25,0.0,0.0,0.0,0.0
Signature.26,0.0,0.0,0.149009776782,0.0
Signature.27,0.0220073056735,0.0,0.0472796781924,0.142729939618
Signature.28,0.0,0.119726644765,0.0,0.0
Signature.29,0.0,0.0,0.0829404299463,0.0
Signature.30,0.0351120197169,0.0,0.0,0.010436521814
