,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.109125403105
Signature.2,0.123218256618
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0605924205677
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0
Signature.11,0.171761863686
Signature.12,0.248106586729
Signature.13,0.0563849196091
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0
Signature.18,0.0659351919394
Signature.19,0.0388600823632
Signature.20,0.0132692683995
Signature.21,0.0119948366495
Signature.22,0.0
Signature.23,0.0213543878564
Signature.24,0.0
Signature.25,0.0
Signature.26,0.0159002890833
Signature.27,0.0
Signature.28,0.0634964933932
Signature.29,0.0
Signature.30,0.0
