,1:3:2:4:7:6,5
Signature.1,0.0113952846717,0.0661906641672
Signature.2,0.0112808943516,0.0
Signature.3,0.2158878771,0.256874742859
Signature.4,0.0380737358787,0.109940403185
Signature.5,0.0,0.0181673165564
Signature.6,0.0284380069635,0.0
Signature.7,0.0212239284005,0.0
Signature.8,0.0262696455307,0.163221809803
Signature.9,0.0607141346009,0.0
Signature.10,0.0,0.0
Signature.11,0.0939845650233,0.0
Signature.12,0.0,0.0
Signature.13,0.0121937526927,0.0171227635413
Signature.14,0.012251612332,0.0
Signature.15,0.0259750460849,0.0193251427211
Signature.16,0.0127984736354,0.0671146887434
Signature.17,0.0632784342977,0.0358089389265
Signature.18,0.0,0.0
Signature.19,0.0,0.103438983851
Signature.20,0.013786274078,0.0
Signature.21,0.0,0.0
Signature.22,0.0,0.0
Signature.23,0.139909594844,0.0
Signature.24,0.0,0.0
Signature.25,0.0,0.0586707899567
Signature.26,0.0,0.0
Signature.27,0.0,0.0
Signature.28,0.0171889433946,0.0469030303467
Signature.29,0.0,0.0
Signature.30,0.19534979612,0.0372207253429
