,11:10:1:3:2:5:4:6:9:8,7
Signature.1,0.0,0.0
Signature.2,0.38181382747,0.010275813625
Signature.3,0.0,0.0
Signature.4,0.256764837509,0.0
Signature.5,0.0,0.0141651751684
Signature.6,0.0,0.0
Signature.7,0.0,0.0
Signature.8,0.0,0.0117642728785
Signature.9,0.0138543177736,0.0
Signature.10,0.0,0.0416825972396
Signature.11,0.0,0.0
Signature.12,0.0,0.0
Signature.13,0.0228574896174,0.127062532431
Signature.14,0.100743395877,0.0217974059104
Signature.15,0.0,0.0679745159558
Signature.16,0.0498822165725,0.0
Signature.17,0.0,0.177337412932
Signature.18,0.0392307267216,0.0
Signature.19,0.110565913938,0.0340294198167
Signature.20,0.0,0.0
Signature.21,0.0,0.0
Signature.22,0.0123518777447,0.0187653850714
Signature.23,0.0,0.0337966567136
Signature.24,0.0,0.0
Signature.25,0.0,0.0904022277145
Signature.26,0.0119353967753,0.0
Signature.27,0.0,0.156237734023
Signature.28,0.0,0.0
Signature.29,0.0,0.160630644054
Signature.30,0.0,0.0340782064666
