,11,10:1:3:5:4:6:9:8,2,7
Signature.1,0.0,0.0,0.0236619711829,0.0
Signature.2,0.0303448718854,0.0262802664927,0.0329747185254,0.0
Signature.3,0.0,0.0,0.0932399125924,0.0349801676346
Signature.4,0.0231701404482,0.0,0.0,0.0825492979231
Signature.5,0.0,0.202482808943,0.0,0.0
Signature.6,0.0695649985888,0.0363041026127,0.0,0.0167693258621
Signature.7,0.175852923167,0.0,0.0745985184824,0.0543264834729
Signature.8,0.0325302040817,0.0188751892159,0.147620788874,0.0
Signature.9,0.292533211299,0.115086653704,0.0188825601708,0.0364621882308
Signature.10,0.0,0.0775420702621,0.0,0.0912554081982
Signature.11,0.0119274376573,0.0,0.0211922873016,0.0133770326652
Signature.12,0.0,0.0,0.0,0.0
Signature.13,0.0,0.0399950725897,0.0,0.0
Signature.14,0.0,0.103608511489,0.0,0.0
Signature.15,0.0387298790186,0.0,0.0,0.0
Signature.16,0.0,0.0508585115157,0.0344418992621,0.0133750339752
Signature.17,0.0,0.015800417162,0.0,0.0507570755104
Signature.18,0.0375662473805,0.187575173493,0.0637451032761,0.0446956157762
Signature.19,0.0,0.115259930995,0.0,0.0
Signature.20,0.0224267513532,0.0,0.0,0.0114241568231
Signature.21,0.0,0.0,0.0,0.0334358944894
Signature.22,0.0166738768155,0.0,0.0160646344996,0.0
Signature.23,0.126963178185,0.0,0.297631987977,0.0
Signature.24,0.0660920461946,0.0,0.0,0.0707482166909
Signature.25,0.033009046378,0.0,0.0,0.0
Signature.26,0.0,0.0,0.0,0.0
Signature.27,0.0,0.0,0.0,0.399971133922
Signature.28,0.0226151875474,0.0103312915262,0.0865686914414,0.0
Signature.29,0.0,0.0,0.0624203062307,0.0180079876472
Signature.30,0.0,0.0,0.0269566201834,0.0278649811789
