,1:3:5:4,2
Signature.1,0.0,0.0
Signature.2,0.0,0.0
Signature.3,0.0,0.230950967995
Signature.4,0.0,0.0
Signature.5,0.0576925895794,0.0
Signature.6,0.0,0.0179461748189
Signature.7,0.0,0.0
Signature.8,0.0544411633903,0.0
Signature.9,0.0,0.0
Signature.10,0.0,0.0253706866738
Signature.11,0.0,0.0
Signature.12,0.0,0.0
Signature.13,0.0,0.0
Signature.14,0.0,0.249928144105
Signature.15,0.0,0.0646595562404
Signature.16,0.0152613844803,0.0250485418191
Signature.17,0.152049462413,0.0
Signature.18,0.0,0.0
Signature.19,0.0,0.0
Signature.20,0.0262409864493,0.0
Signature.21,0.0,0.20064917775
Signature.22,0.0563882035282,0.0415308916659
Signature.23,0.0380841394724,0.0
Signature.24,0.145370734046,0.0328463509808
Signature.25,0.0181085854836,0.0
Signature.26,0.169326764157,0.0
Signature.27,0.0288687211073,0.0
Signature.28,0.0,0.0254017731233
Signature.29,0.204692820363,0.0
Signature.30,0.0334744455296,0.0856677348288
