,1:2,3
Signature.1,0.0,0.0677534795388
Signature.2,0.0322607031433,0.0
Signature.3,0.101321513554,0.0
Signature.4,0.0,0.0389853732127
Signature.5,0.0,0.0
Signature.6,0.0,0.0
Signature.7,0.244998876405,0.0665474029688
Signature.8,0.0399111246181,0.361306832812
Signature.9,0.0180906279339,0.0217076317752
Signature.10,0.0,0.118006890751
Signature.11,0.0,0.0
Signature.12,0.025295053593,0.0248406306984
Signature.13,0.0190703034331,0.0
Signature.14,0.0319994366302,0.0
Signature.15,0.0,0.0
Signature.16,0.0,0.0636217453219
Signature.17,0.130836706274,0.0929671446325
Signature.18,0.035264248351,0.0
Signature.19,0.0,0.0305568749208
Signature.20,0.0,0.011848344622
Signature.21,0.0178164879473,0.0
Signature.22,0.0,0.0
Signature.23,0.0,0.0
Signature.24,0.187370046864,0.0146018548776
Signature.25,0.0,0.0
Signature.26,0.0,0.0
Signature.27,0.0,0.0
Signature.28,0.0,0.0
Signature.29,0.115764871254,0.0
Signature.30,0.0,0.0872557938681
