,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0
Signature.4,0.0681687590324
Signature.5,0.0
Signature.6,0.0937326959793
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0
Signature.11,0.0515600185977
Signature.12,0.0402452761268
Signature.13,0.0
Signature.14,0.143853744792
Signature.15,0.0
Signature.16,0.0655691978016
Signature.17,0.0
Signature.18,0.237064998148
Signature.19,0.0
Signature.20,0.0
Signature.21,0.0
Signature.22,0.0
Signature.23,0.145927103259
Signature.24,0.0789180782821
Signature.25,0.030175106453
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0447850215281
Signature.29,0.0
Signature.30,0.0
