,1:3:2
Signature.1,0.0
Signature.2,0.0224795306212
Signature.3,0.0140328905822
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.027822154835
Signature.8,0.0320038764294
Signature.9,0.0
Signature.10,0.0546268330565
Signature.11,0.0
Signature.12,0.0516445292748
Signature.13,0.0
Signature.14,0.0950032669764
Signature.15,0.0471782918194
Signature.16,0.216092981149
Signature.17,0.216002420754
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0
Signature.21,0.11153499622
Signature.22,0.0137623895194
Signature.23,0.0
Signature.24,0.0410327719066
Signature.25,0.0567830668558
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0
Signature.30,0.0
