,1:3:5:4:7:9:8,2,6
Signature.1,0.0,0.0375387233246,0.0
Signature.2,0.172628683287,0.0,0.176417348841
Signature.3,0.0273626390582,0.0,0.0139601597333
Signature.4,0.0,0.0,0.0684885857514
Signature.5,0.0,0.135997833444,0.147899808128
Signature.6,0.0747067948755,0.0436823906712,0.0578801934645
Signature.7,0.0,0.111886939172,0.0173358680094
Signature.8,0.0,0.0,0.0
Signature.9,0.0,0.043839303439,0.0
Signature.10,0.151550740555,0.0,0.0287784272056
Signature.11,0.0,0.0,0.0
Signature.12,0.0,0.0,0.0
Signature.13,0.034949947142,0.0,0.0
Signature.14,0.0,0.0,0.0
Signature.15,0.0417333353139,0.0370191196729,0.0
Signature.16,0.0,0.0366174643891,0.0
Signature.17,0.0,0.0,0.0
Signature.18,0.0,0.0895684555281,0.0163025804597
Signature.19,0.0520081897492,0.0,0.0
Signature.20,0.0912588429354,0.0,0.0
Signature.21,0.194073862861,0.0,0.0
Signature.22,0.0,0.0323079678995,0.0798470038595
Signature.23,0.0755276808905,0.0,0.0505378879992
Signature.24,0.0,0.144232708891,0.172294236966
Signature.25,0.0,0.0,0.0275372545017
Signature.26,0.0,0.0,0.0
Signature.27,0.0612803336506,0.0,0.0922634702815
Signature.28,0.0229189496825,0.0135564699453,0.0360353623246
Signature.29,0.0,0.262935378388,0.0
Signature.30,0.0,0.0108172452358,0.0144218124747
