,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.40832455234
Signature.3,0.0
Signature.4,0.0
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0
Signature.10,0.0
Signature.11,0.291799227942
Signature.12,0.0283155656271
Signature.13,0.0
Signature.14,0.0
Signature.15,0.0
Signature.16,0.0
Signature.17,0.0366449079673
Signature.18,0.0
Signature.19,0.0
Signature.20,0.0334913128396
Signature.21,0.0
Signature.22,0.0718320288041
Signature.23,0.0
Signature.24,0.116555858609
Signature.25,0.0
Signature.26,0.0
Signature.27,0.0
Signature.28,0.0
Signature.29,0.0130365458715
Signature.30,0.0
