,11:10:1:3:2:5:4:7:6:9:8
Signature.1,0.0
Signature.2,0.0
Signature.3,0.0620702777619
Signature.4,0.012367776927
Signature.5,0.0
Signature.6,0.0
Signature.7,0.0
Signature.8,0.0
Signature.9,0.0
Signature.10,0.127573029813
Signature.11,0.0185137499233
Signature.12,0.0
Signature.13,0.0
Signature.14,0.0878465145183
Signature.15,0.0
Signature.16,0.0800613359231
Signature.17,0.131326742949
Signature.18,0.0
Signature.19,0.098845023622
Signature.20,0.0
Signature.21,0.0293025680896
Signature.22,0.0
Signature.23,0.0144282722422
Signature.24,0.0
Signature.25,0.0
Signature.26,0.196657008882
Signature.27,0.0953051810539
Signature.28,0.0
Signature.29,0.0457025182941
Signature.30,0.0
