,1:3:2:4:6:9:8,5,7
Signature.1,0.0124489449383,0.0,0.0
Signature.2,0.0,0.0,0.0
Signature.3,0.0,0.0223806332931,0.0
Signature.4,0.371745096875,0.0,0.043295481416
Signature.5,0.0632214668026,0.0,0.0
Signature.6,0.0,0.0261142701256,0.0118294698508
Signature.7,0.0,0.0,0.0
Signature.8,0.0971789505708,0.114220311411,0.0
Signature.9,0.0,0.0820082438594,0.0331911440162
Signature.10,0.0,0.0,0.0
Signature.11,0.0,0.0,0.0554922882068
Signature.12,0.0362963512331,0.0,0.0653827778979
Signature.13,0.0,0.0,0.0
Signature.14,0.0,0.0,0.0
Signature.15,0.0,0.0,0.0613218871495
Signature.16,0.0367509517812,0.0283642166323,0.0
Signature.17,0.0,0.043912454244,0.0
Signature.18,0.0,0.0,0.0540319337907
Signature.19,0.0,0.0,0.0
Signature.20,0.0149580728675,0.0,0.0191834890441
Signature.21,0.0,0.0133382723454,0.0
Signature.22,0.0,0.0133423296728,0.166313974679
Signature.23,0.0,0.0102143146876,0.0504973214413
Signature.24,0.201845450607,0.0,0.0
Signature.25,0.061678358019,0.470732784354,0.0219413051375
Signature.26,0.0934064220701,0.0,0.0
Signature.27,0.0,0.108329937126,0.0637411575348
Signature.28,0.0,0.0,0.107591740663
Signature.29,0.0,0.0670422322495,0.0396996282839
Signature.30,0.0104699342352,0.0,0.206486400889
