,1:2,3
Signature.1,0.0,0.0155426827335
Signature.2,0.0,0.0
Signature.3,0.0,0.0
Signature.4,0.0,0.022293944548
Signature.5,0.0,0.158130767215
Signature.6,0.0,0.0488198957774
Signature.7,0.0,0.0141762768671
Signature.8,0.0354697370147,0.0
Signature.9,0.0,0.0
Signature.10,0.0491642840954,0.0609201835399
Signature.11,0.0,0.0
Signature.12,0.0136462568971,0.0
Signature.13,0.0,0.0148859029614
Signature.14,0.0,0.0
Signature.15,0.151740401052,0.0924961710471
Signature.16,0.0,0.0
Signature.17,0.223544895197,0.0584577034118
Signature.18,0.0,0.0286698195436
Signature.19,0.0,0.0105015578446
Signature.20,0.0,0.0
Signature.21,0.21565000393,0.0282846403499
Signature.22,0.0402806799297,0.0
Signature.23,0.0,0.192743370112
Signature.24,0.0366834593201,0.0348237741372
Signature.25,0.0,0.0414243339913
Signature.26,0.0,0.139462165063
Signature.27,0.183508278399,0.0129704918326
Signature.28,0.0386273265714,0.025396319024
Signature.29,0.0,0.0
Signature.30,0.0116846775938,0.0
