,11:9:10,1:3:2:4:7:6:8,5
Signature.1,0.0687096941185,0.0560198185991,0.0
Signature.2,0.171889321272,0.0,0.0
Signature.3,0.0,0.0,0.0
Signature.4,0.0,0.0,0.136371576074
Signature.5,0.0331080255669,0.0586707476572,0.0364511066058
Signature.6,0.0,0.0,0.0675518908173
Signature.7,0.0488259289092,0.0,0.0
Signature.8,0.0,0.0,0.0503882690696
Signature.9,0.0713112676642,0.181577068345,0.0
Signature.10,0.0,0.0373231081159,0.0866526686814
Signature.11,0.0,0.0,0.0
Signature.12,0.0511908052835,0.158059021857,0.0
Signature.13,0.0156930872741,0.108838896872,0.0
Signature.14,0.0106278214377,0.0,0.0
Signature.15,0.0,0.0,0.0
Signature.16,0.0798660436162,0.0,0.0701949804258
Signature.17,0.0,0.0,0.0
Signature.18,0.0,0.0136217391319,0.0682708676821
Signature.19,0.0,0.0,0.228745782881
Signature.20,0.0,0.266305608463,0.0255726788694
Signature.21,0.218132951915,0.0,0.0
Signature.22,0.176065732449,0.0,0.0
Signature.23,0.0,0.0,0.0129831348629
Signature.24,0.0197577789408,0.0326668067347,0.0
Signature.25,0.0,0.0739226892929,0.0217662356995
Signature.26,0.0,0.0,0.115875471577
Signature.27,0.034821541554,0.0129944949319,0.0
Signature.28,0.0,0.0,0.0
Signature.29,0.0,0.0,0.0546325936364
Signature.30,0.0,0.0,0.0245427431189
